lat,lng,desc,zip,title,timeStamp,twp,e
40.2556724,-75.6331329,HALE ST & WILSON ST;  POTTSTOWN; Station 329; 2015-12-21 @ 15:14:04;,19464,EMS: ANIMAL BITE,2015-12-21 15:17:00,POTTSTOWN,1
40.2475080,-75.3101030,WEIKEL RD & SALEM WAY;  TOWAMENCIN; Station 345B; 2015-12-21 @ 15:20:45;,19446,EMS: VEHICLE ACCIDENT,2015-12-21 15:22:00,TOWAMENCIN,1
40.2007933,-75.1349557,SERRILL DR & BUCKMAN DR;  HORSHAM; Station 352; 2015-12-21 @ 15:19:47;,19040,EMS: ALLERGIC REACTION,2015-12-21 15:22:01,HORSHAM,1
40.2741374,-75.6604687,UPLAND SQUARE DR & SELL RD;  WEST POTTSGROVE; Station 329; 2015-12-21 @ 15:18:37;,19464,EMS: HEAD INJURY,2015-12-21 15:22:01,WEST POTTSGROVE,1
40.2664750,-75.4027808,HARLEYSVILLE PIKE & OLD MORRIS RD; LOWER SALFORD; 2015-12-21 @ 15:16:25;,19438,Traffic: VEHICLE ACCIDENT -,2015-12-21 15:22:02,LOWER SALFORD,1
40.2475080,-75.3101030,WEIKEL RD & SALEM WAY; TOWAMENCIN; 2015-12-21 @ 15:21:22;,19446,Traffic: VEHICLE ACCIDENT -,2015-12-21 15:26:01,TOWAMENCIN,1
40.2349242,-75.6203146,ARMAND HAMMER BLVD & RAMP RT422 EB TO INDUSTRIAL HWY;  LOWER POTTSGROVE; Station 329; 2015-12-21 @ 15:30:04;,19464,EMS: SYNCOPAL EPISODE,2015-12-21 15:32:00,LOWER POTTSGROVE,1
40.1723141,-75.4927278,CHERRYWOOD CT & DEAD END;  UPPER PROVIDENCE; Station 324; 2015-12-21 @ 15:33:20;,,EMS: CARDIAC EMERGENCY,2015-12-21 15:36:01,UPPER PROVIDENCE,1
40.0767856,-75.0917294,CHURCH RD & CHANDLER ST; ROCKLEDGE; 2015-12-21 @ 15:31:45;,19046,Traffic: VEHICLE ACCIDENT -,2015-12-21 15:36:01,ROCKLEDGE,1
40.0081299,-75.2888131,ST JAMES PL & COULTER AVE; LOWER MERION; 2015-12-21 @ 15:35:44;,19003,Traffic: VEHICLE ACCIDENT -,2015-12-21 15:37:01,LOWER MERION,1
40.1451648,-75.3935796,RIDGE PIKE & WAYNE AVE; LOWER PROVIDENCE; 2015-12-21 @ 15:34:57;,19403,Traffic: VEHICLE ACCIDENT -,2015-12-21 15:37:01,LOWER PROVIDENCE,1
40.2700361,-75.3026796,WILLOW DR & ROSE DR;  HATFIELD TOWNSHIP; Station 345; 2015-12-21 @ 15:40:33;,19440,EMS: SUBJECT IN PAIN,2015-12-21 15:41:01,HATFIELD TOWNSHIP,1
40.1138125,-75.3451199,LAFAYETTE ST & SWEDE ST;  NORRISTOWN; Station 308A; 2015-12-21 @ 15:36:20;,19401,EMS: CARDIAC EMERGENCY,2015-12-21 15:42:01,NORRISTOWN,1
40.0884825,-75.3040409,COLWELL LN & OVERHILL RD;  PLYMOUTH; Station 308; 2015-12-21 @ 15:41:03;,19428,EMS: RESPIRATORY EMERGENCY,2015-12-21 15:46:01,PLYMOUTH,1
40.1271397,-75.4296662,SPARROW RD & LARK LN; LOWER PROVIDENCE; 2015-12-21 @ 15:44:13-Station:STA53;,19403,Fire: VEHICLE FIRE,2015-12-21 15:47:01,LOWER PROVIDENCE,1
40.1271397,-75.4296662,SPARROW RD & LARK LN; LOWER PROVIDENCE; 2015-12-21 @ 15:44:18;,19403,Traffic: VEHICLE FIRE -,2015-12-21 15:47:02,LOWER PROVIDENCE,1
40.0418467,-75.3327841,CONSHOHOCKEN STATE RD & SPRING MILL RD; LOWER MERION; 2015-12-21 @ 15:41:26;,19085,Traffic: ROAD OBSTRUCTION -,2015-12-21 15:47:02,LOWER MERION,1
40.0989841,-75.2714707,GERMANTOWN PIKE & MAYFLOWER RD; WHITEMARSH; 2015-12-21 @ 15:48:09-Station:STA29;,19462,Fire: FIRE ALARM,2015-12-21 15:52:00,WHITEMARSH,1
40.2126344,-75.5369442,LINFIELD TRAPPE RD & ROYERSFORD RD; LIMERICK; 2015-12-21 @ 15:50:00;,19468,Traffic: VEHICLE ACCIDENT -,2015-12-21 15:52:01,LIMERICK,1
40.1210265,-75.3581642,BUTTONWOOD ST & W MAIN ST; NORRISTOWN; 2015-12-21 @ 15:47:44;,19401,Traffic: VEHICLE ACCIDENT -,2015-12-21 15:52:01,NORRISTOWN,1
40.2249227,-75.5280446,LINFIELD TRAPPE RD; LIMERICK; 2015-12-21 @ 15:54:48-Station:STA54;,19468,Fire: VEHICLE ACCIDENT,2015-12-21 15:56:01,LIMERICK,1
40.2413204,-75.2428276,BETHLEHEM PIKE & NORTH WALES RD; MONTGOMERY; 2015-12-21 @ 15:51:55;,19454,Traffic: VEHICLE ACCIDENT -,2015-12-21 15:56:01,MONTGOMERY,1
40.1479091,-75.1095055,DAVISVILLE RD & NEW ST; UPPER MORELAND; 2015-12-21 @ 15:51:08;,19090,Traffic: VEHICLE ACCIDENT -,2015-12-21 15:56:02,UPPER MORELAND,1
40.2388477,-75.6155117,MEDICAL DR & ARMAND HAMMER BLVD;  LOWER POTTSGROVE; Station 329; 2015-12-21 @ 15:52:49;,19464,EMS: SYNCOPAL EPISODE,2015-12-21 15:57:00,LOWER POTTSGROVE,1
40.1198332,-75.1253492,NYLSOR AVE & DEAD END;  ABINGTON; Station 381; 2015-12-21 @ 15:51:57;,,EMS: LACERATIONS,2015-12-21 15:57:00,ABINGTON,1
40.0943033,-75.1237538,GREENWOOD AVE & WASHINGTON LN; JENKINTOWN; 2015-12-21 @ 15:55:50;,19046,Traffic: DISABLED VEHICLE -,2015-12-21 15:57:01,JENKINTOWN,1
40.1569641,-75.1431168,WELSH RD & BLAIR MILL RD; HORSHAM; 2015-12-21 @ 15:59:52-Station:STA15;,19044,Fire: FIRE ALARM,2015-12-21 16:02:00,HORSHAM,1
40.0926859,-75.1371067,WEST AVE & GREENWOOD AVE;  JENKINTOWN; Station 382; 2015-12-21 @ 15:59:17;,19046,EMS: GENERAL WEAKNESS,2015-12-21 16:02:00,JENKINTOWN,1
40.0943033,-75.1237538,GREENWOOD AVE & WASHINGTON LN; JENKINTOWN; 2015-12-21 @ 16:01:46;,19046,Traffic: DISABLED VEHICLE -,2015-12-21 16:06:01,JENKINTOWN,1
40.2513703,-75.4657098,PERKIOMEN AVE & 3RD ST;  SCHWENKSVILLE; Station 331; 2015-12-21 @ 16:04:50;,19473,EMS: FALL VICTIM,2015-12-21 16:07:01,SCHWENKSVILLE,1
40.1004231,-75.2070644,RT309 EXPY & CHURCH RD UNDERPASS; SPRINGFIELD; 2015-12-21 @ 16:03:23;,,Traffic: DISABLED VEHICLE -,2015-12-21 16:07:01,SPRINGFIELD,1
40.1004231,-75.2070644,RT309 EXPY & CHURCH RD UNDERPASS; SPRINGFIELD; 2015-12-21 @ 16:03:07;,,Traffic: DISABLED VEHICLE -,2015-12-21 16:07:02,SPRINGFIELD,1
40.0927439,-75.1208340,GREENWOOD AVE & JENKINTOWN RD; ABINGTON; 2015-12-21 @ 16:01:46;,19046,Traffic: DISABLED VEHICLE -,2015-12-21 16:07:02,ABINGTON,1
40.1208069,-75.3308999,WALNUT ST & E FORNANCE ST;  NORRISTOWN; Station 308A; 2015-12-21 @ 16:06:06;,19401,EMS: NAUSEA/VOMITING,2015-12-21 16:11:01,NORRISTOWN,1
40.1172868,-75.1201978,HORACE AVE & OLD YORK RD;  ABINGTON; Station 381; 2015-12-21 @ 16:06:35;,19001,EMS: VEHICLE ACCIDENT,2015-12-21 16:12:02,ABINGTON,1
40.1172868,-75.1201978,HORACE AVE & OLD YORK RD; ABINGTON; 2015-12-21 @ 16:06:23;,19001,Traffic: VEHICLE ACCIDENT -,2015-12-21 16:12:03,ABINGTON,1
40.1116444,-75.4226504,EVAN DR & LAFAYETTE DR; LOWER PROVIDENCE; 2015-12-21 @ 16:14:30-Station:STA53;,19403,Fire: FIRE INVESTIGATION,2015-12-21 16:17:01,LOWER PROVIDENCE,1
40.1845001,-75.5380393,WALNUT ST & S 4TH AVE; ROYERSFORD; 2015-12-21 @ 16:13:38-Station:STA98;,19468,Fire: FIRE ALARM,2015-12-21 16:17:01,ROYERSFORD,1
40.2322137,-75.4602946,ADRIAN RD & BARBARA LN; PERKIOMEN; 2015-12-21 @ 16:12:07-Station:STA66;,19426,Fire: FIRE INVESTIGATION,2015-12-21 16:17:01,PERKIOMEN,1
40.2179846,-75.2444196,WELSH RD;  MONTGOMERY; Station 345A; 2015-12-21 @ 16:13:03;,,EMS: VEHICLE ACCIDENT,2015-12-21 16:17:01,MONTGOMERY,1
40.1558270,-75.3652085,GERMANTOWN PIKE & BRIDLE PATH RD;  EAST NORRITON; Station 308B; 2015-12-21 @ 16:11:29;,19403,EMS: CARDIAC EMERGENCY,2015-12-21 16:17:01,EAST NORRITON,1
40.1147453,-75.2854469,GERMANTOWN PIKE & LAUNFALL RD; PLYMOUTH; 2015-12-21 @ 16:15:15;,19462,Traffic: VEHICLE ACCIDENT -,2015-12-21 16:17:02,PLYMOUTH,1
40.2173660,-75.2434130,WELSH RD & STUMP RD; MONTGOMERY; 2015-12-21 @ 16:14:55;,19454,Traffic: VEHICLE ACCIDENT -,2015-12-21 16:17:02,MONTGOMERY,1
40.2173660,-75.2434130,WELSH RD & STUMP RD; MONTGOMERY; 2015-12-21 @ 16:13:32;,19454,Traffic: VEHICLE ACCIDENT -,2015-12-21 16:17:02,MONTGOMERY,1
40.1451648,-75.3935796,RIDGE PIKE & WAYNE AVE;  LOWER PROVIDENCE; Station 322; 2015-12-21 @ 16:20:57;,19403,EMS: FALL VICTIM,2015-12-21 16:22:00,LOWER PROVIDENCE,1
40.2549410,-75.4637163,MAIN ST & CHURCH ST;  SCHWENKSVILLE; Station 331; 2015-12-21 @ 16:19:40;,19473,EMS: UNKNOWN MEDICAL EMERGENCY,2015-12-21 16:22:01,SCHWENKSVILLE,1
40.1106986,-75.4221979,CATFISH LN & NESTER DR; LOWER PROVIDENCE; 2015-12-21 @ 16:14:30-Station:STA53;,19403,Fire: FIRE INVESTIGATION,2015-12-21 16:27:00,LOWER PROVIDENCE,1
40.2019661,-75.1255046,SHERWOOD LN & MAPLE AVE;  HORSHAM; Station 352; 2015-12-21 @ 16:23:27;,19040,EMS: GENERAL WEAKNESS,2015-12-21 16:27:01,HORSHAM,1
40.1569641,-75.1431168,WELSH RD & BLAIR MILL RD; HORSHAM; 2015-12-21 @ 16:29:48-Station:STA15;,19044,Fire: FIRE INVESTIGATION,2015-12-21 16:32:00,HORSHAM,1
40.2408119,-75.2845065,JENKINS AVE & S BROAD ST;  LANSDALE; Station 345; 2015-12-21 @ 16:29:25;,19446,EMS: MATERNITY,2015-12-21 16:32:01,LANSDALE,1
40.1564443,-75.1131314,MANSFIELD RD & LAKEVUE DR;  UPPER MORELAND; Station 381; 2015-12-21 @ 16:27:35;,19090,EMS: HEAD INJURY,2015-12-21 16:32:01,UPPER MORELAND,1
40.1058897,-75.0847407,HUNTINGDON PIKE & MOREDON RD; ABINGTON; 2015-12-21 @ 16:32:35;,19006,Traffic: DISABLED VEHICLE -,2015-12-21 16:37:01,ABINGTON,1
40.1198332,-75.1253492,CHARTER CIR & DEAD END; ABINGTON; 2015-12-21 @ 16:42:35-Station:STA200;,,Fire: FIRE INVESTIGATION,2015-12-21 16:47:01,ABINGTON,1
40.1456253,-75.1747499,SUSQUEHANNA RD & WATER TOWER DR;  UPPER DUBLIN; Station 351; 2015-12-21 @ 16:45:43;,19025,EMS: HEAD INJURY,2015-12-21 16:47:01,UPPER DUBLIN,1
40.1226332,-75.3387809,SPRUCE ST & GRADY ALY;  NORRISTOWN; Station 308A; 2015-12-21 @ 16:45:00;,19401,EMS: SYNCOPAL EPISODE,2015-12-21 16:47:01,NORRISTOWN,1
40.2255051,-75.6321190,MEADOWBROOK RD & MILLER RD;  CHESTER COUNTY; Station 3A84; 2015-12-21 @ 16:46:33;,19465,EMS: RESPIRATORY EMERGENCY,2015-12-21 16:51:01,CHESTER COUNTY,1
40.1030630,-75.4122598,W VALLEY FORGE RD & MOORE RD; UPPER MERION; 2015-12-21 @ 16:51:31;,19406,Traffic: VEHICLE ACCIDENT -,2015-12-21 16:57:01,UPPER MERION,1
40.1286494,-75.3313296,LOCUST ST & W ROBERTS ST;  NORRISTOWN; Station 308A; 2015-12-21 @ 17:00:38;,19401,EMS: GENERAL WEAKNESS,2015-12-21 17:02:00,NORRISTOWN,1
40.1446184,-75.1060470,OVERLOOK AVE & NASH AVE;  UPPER MORELAND; Station 381; 2015-12-21 @ 17:04:25;,19090,EMS: ABDOMINAL PAINS,2015-12-21 17:07:00,UPPER MORELAND,1
40.2582531,-75.2482301,BETHLEHEM PIKE & TAYLOR RD;  MONTGOMERY; Station 345; 2015-12-21 @ 17:03:04;,19446,EMS: CARDIAC EMERGENCY,2015-12-21 17:07:00,MONTGOMERY,1
39.9922283,-75.2456870,N 59TH ST & CITY AVE; LOWER MERION; 2015-12-21 @ 17:06:36;,19131,Traffic: VEHICLE ACCIDENT -,2015-12-21 17:11:01,LOWER MERION,1
39.9922283,-75.2456870,N 59TH ST & CITY AVE; LOWER MERION; 2015-12-21 @ 17:06:30;,19131,Traffic: VEHICLE ACCIDENT -,2015-12-21 17:11:01,LOWER MERION,1
40.1353063,-75.3757188,PENNBURN RD & W MARSHALL ST;  WEST NORRITON; Station 308B; 2015-12-21 @ 17:10:12;,19403,EMS: FALL VICTIM,2015-12-21 17:12:01,WEST NORRITON,1
40.1422501,-75.2887532,UNION MEETING RD & LAKEVIEW DR; WHITPAIN; 2015-12-21 @ 17:11:51;,19422,Traffic: VEHICLE ACCIDENT -,2015-12-21 17:16:00,WHITPAIN,1
40.3266145,-75.3430875,4TH ST; TELFORD; 2015-12-21 @ 17:15:12-Station:STA75;,18969,Fire: VEHICLE ACCIDENT,2015-12-21 17:17:00,TELFORD,1
40.0892459,-75.1049027,FOX CHASE RD;  ABINGTON; Station 382; 2015-12-21 @ 17:15:50;,,EMS: VEHICLE ACCIDENT,2015-12-21 17:17:00,ABINGTON,1
40.3266145,-75.3430875,4TH ST;  TELFORD; Station 339; 2015-12-21 @ 17:15:02;,18969,EMS: VEHICLE ACCIDENT,2015-12-21 17:17:01,TELFORD,1
40.2473287,-75.6472085,CHESTNUT ST & N CHARLOTTE ST;  POTTSTOWN; Station 329; 2015-12-21 @ 17:13:20;,19464,EMS: SUBJECT IN PAIN,2015-12-21 17:17:01,POTTSTOWN,1
40.0857154,-75.0985033,FOX CHASE RD & CEDAR RD; ABINGTON; 2015-12-21 @ 17:15:49;,19046,Traffic: VEHICLE ACCIDENT -,2015-12-21 17:17:02,ABINGTON,1
40.3222785,-75.3372499,4TH ST & W BROAD ST; TELFORD; 2015-12-21 @ 17:14:48;,18969,Traffic: VEHICLE ACCIDENT -,2015-12-21 17:17:02,TELFORD,1
40.1246946,-75.3645164,MAIN ST & S MONTGOMERY AVE;  WEST NORRITON; Station 308B; 2015-12-21 @ 17:19:16;,19403,EMS: DIABETIC EMERGENCY,2015-12-21 17:21:01,WEST NORRITON,1
40.0795977,-75.2004047,E GRAVERS LN & STENTON AVE; SPRINGFIELD; 2015-12-21 @ 17:25:48;,19118,Traffic: ROAD OBSTRUCTION -,2015-12-21 17:27:01,SPRINGFIELD,1
40.2252404,-75.2696446,HANCOCK RD & HEARTH DR; UPPER GWYNEDD; 2015-12-21 @ 17:26:06-Station:STA80;,19454,Fire: FIRE INVESTIGATION,2015-12-21 17:31:01,UPPER GWYNEDD,1
40.1260438,-75.3341480,FREEDLEY ST & GRADY ALY; NORRISTOWN; 2015-12-21 @ 17:28:16;,19401,Traffic: ROAD OBSTRUCTION -,2015-12-21 17:32:00,NORRISTOWN,1
40.2464119,-75.1957567,KENAS RD & COUNTY LINE RD; MONTGOMERY; 2015-12-21 @ 17:26:32;,19454,Traffic: VEHICLE ACCIDENT -,2015-12-21 17:32:01,MONTGOMERY,1
40.0780503,-75.2931809,10TH AVE & JONES ST;  CONSHOHOCKEN; Station 313A; 2015-12-21 @ 17:33:29;,19428,EMS: CARDIAC EMERGENCY,2015-12-21 17:37:01,CONSHOHOCKEN,1
40.2060806,-75.2246178,BETHLEHEM PIKE & WELSH RD; HORSHAM; 2015-12-21 @ 17:34:05;,19454,Traffic: ROAD OBSTRUCTION -,2015-12-21 17:37:01,HORSHAM,1
40.1397106,-75.4488270,CIDER MILL RD & FREEDOM VALLEY DR; UPPER PROVIDENCE; 2015-12-21 @ 17:32:18;,19426,Traffic: VEHICLE ACCIDENT -,2015-12-21 17:37:01,UPPER PROVIDENCE,1
40.0051408,-75.2453606,BROOKWAY RD & CHERRY BND; LOWER MERION; 2015-12-21 @ 17:37:32;,19066,Traffic: VEHICLE ACCIDENT -,2015-12-21 17:41:01,LOWER MERION,1
40.0050800,-75.2356203,SUMMIT LN & BRYN MAWR AVE; LOWER MERION; 2015-12-21 @ 17:40:27-Station:STA28;,19004,Fire: APPLIANCE FIRE,2015-12-21 17:42:00,LOWER MERION,1
40.1309330,-75.4014542,EGYPT RD & S TROOPER RD; LOWER PROVIDENCE; 2015-12-21 @ 17:38:49;,19403,Traffic: VEHICLE ACCIDENT -,2015-12-21 17:42:01,LOWER PROVIDENCE,1
40.2464119,-75.1957567,KENAS RD & COUNTY LINE RD; MONTGOMERY; 2015-12-21 @ 17:37:27;,19454,Traffic: VEHICLE ACCIDENT -,2015-12-21 17:42:01,MONTGOMERY,1
40.2650224,-75.2756710,COWPATH RD & LINE LEXINGTON RD; HATFIELD TOWNSHIP; 2015-12-21 @ 17:41:03;,19440,Traffic: VEHICLE ACCIDENT -,2015-12-21 17:46:01,HATFIELD TOWNSHIP,1
40.1857365,-75.1417291,HORSHAM RD & MAPLE AVE; HORSHAM; 2015-12-21 @ 17:42:11;,19044,Traffic: VEHICLE ACCIDENT -,2015-12-21 17:47:01,HORSHAM,1
40.2676874,-75.3021388,KOFFEL RD & W VINE ST; HATFIELD TOWNSHIP; 2015-12-21 @ 17:41:46;,19440,Traffic: DISABLED VEHICLE -,2015-12-21 17:47:01,HATFIELD TOWNSHIP,1
40.1692653,-75.2503657,TOWNSHIP LINE RD & PENLLYN BLUE BELL PIKE; WHITPAIN; 2015-12-21 @ 17:46:19;,19422,Traffic: DISABLED VEHICLE -,2015-12-21 17:51:00,WHITPAIN,1
40.1388880,-75.1449670,FITZWATERTOWN RD & WOODLAND RD; UPPER DUBLIN; 2015-12-21 @ 17:50:21;,19001,Traffic: ROAD OBSTRUCTION -,2015-12-21 17:52:01,UPPER DUBLIN,1
40.1381730,-75.3631965,N WHITEHALL RD; WEST NORRITON; 2015-12-21 @ 17:54:09-Station:STA46;,19403,Fire: VEHICLE ACCIDENT,2015-12-21 17:57:01,WEST NORRITON,1
40.1546984,-75.1392426,WELSH RD & COMPUTER AVE;  UPPER MORELAND; Station 384; 2015-12-21 @ 17:54:47;,19090,EMS: RESPIRATORY EMERGENCY,2015-12-21 17:57:01,UPPER MORELAND,1
40.1208914,-75.0688687,CARSON TER & WELSH RD;  LOWER MORELAND; Station 355; 2015-12-21 @ 17:52:49;,19006,EMS: FALL VICTIM,2015-12-21 17:57:01,LOWER MORELAND,1
40.1381730,-75.3631965,N WHITEHALL RD;  WEST NORRITON; Station 308B; 2015-12-21 @ 17:52:22;,19403,EMS: VEHICLE ACCIDENT,2015-12-21 17:57:01,WEST NORRITON,1
40.0972222,-75.3761952,RAMP I76 TO RT422  & RAMP I76 EB TO RT422 WB; UPPER MERION; 2015-12-21 @ 17:52:51;,,Traffic: DISABLED VEHICLE -,2015-12-21 17:57:02,UPPER MERION,1
40.0972222,-75.3761952,RAMP I76 TO RT422  & RAMP I76 EB TO RT422 WB; UPPER MERION; 2015-12-21 @ 17:52:44;,,Traffic: DISABLED VEHICLE -,2015-12-21 17:57:02,UPPER MERION,1
40.1317128,-75.3695827,N WHITEHALL RD & W MARSHALL ST; WEST NORRITON; 2015-12-21 @ 17:52:38;,19403,Traffic: VEHICLE ACCIDENT -,2015-12-21 17:57:02,WEST NORRITON,1
40.2215922,-75.5111464,RIDGE PIKE & MAIN DR;  LIMERICK; Station 324A; 2015-12-21 @ 18:01:37;,19468,EMS: OVERDOSE,2015-12-21 18:06:00,LIMERICK,1
40.2644844,-75.6492695,RT100 NB & N STATE ST; UPPER POTTSGROVE; 2015-12-21 @ 18:01:36;,19464,Traffic: VEHICLE ACCIDENT -,2015-12-21 18:06:01,UPPER POTTSGROVE,1
40.2007702,-75.3460505,MUIRFIELD WAY & DEAD END; WORCESTER; 2015-12-21 @ 18:03:38-Station:STA83;,19446,Fire: GAS-ODOR/LEAK,2015-12-21 18:07:01,WORCESTER,1
40.0094110,-75.2888870,MONTGOMERY AVE & ST GEORGES RD;  LOWER MERION; Station 313; 2015-12-21 @ 18:05:48;,19003,EMS: FALL VICTIM,2015-12-21 18:07:01,LOWER MERION,1
40.1369729,-75.4727228,CIDER MILL RD & EGYPT RD; UPPER PROVIDENCE; 2015-12-21 @ 18:06:36;,,Traffic: VEHICLE ACCIDENT -,2015-12-21 18:11:01,UPPER PROVIDENCE,1
40.1137920,-75.4079867,S TROOPER RD;  WEST NORRITON; Station 308B; 2015-12-21 @ 18:07:22;,19403,EMS: VEHICLE ACCIDENT,2015-12-21 18:12:00,WEST NORRITON,1
40.1274548,-75.4048052,S TROOPER RD & BOULEVARD OF THE GENERALS; WEST NORRITON; 2015-12-21 @ 18:08:14;,19403,Traffic: VEHICLE ACCIDENT -,2015-12-21 18:12:01,WEST NORRITON,1
40.2582531,-75.2482301,BETHLEHEM PIKE & TAYLOR RD;  MONTGOMERY; Station 345; 2015-12-21 @ 18:15:55;,19446,EMS: CARDIAC EMERGENCY,2015-12-21 18:17:00,MONTGOMERY,1
40.2544903,-75.6486565,YORK ST & E 7TH ST;  POTTSTOWN; Station 329; 2015-12-21 @ 18:13:17;,19464,EMS: ABDOMINAL PAINS,2015-12-21 18:17:00,POTTSTOWN,1
40.0078439,-75.2581986,IONA AVE & LANTWYN LN;  NARBERTH; Station 313; 2015-12-21 @ 18:12:05;,19072,EMS: SYNCOPAL EPISODE,2015-12-21 18:17:01,NARBERTH,1
40.1559280,-75.1411690,WELSH RD & BLAIR MILL RD; UPPER MORELAND; 2015-12-21 @ 18:15:28;,19090,Traffic: VEHICLE ACCIDENT -,2015-12-21 18:17:01,UPPER MORELAND,1
40.1559280,-75.1411690,WELSH RD & BLAIR MILL RD; UPPER MORELAND; 2015-12-21 @ 18:14:23;,19090,Traffic: VEHICLE ACCIDENT -,2015-12-21 18:17:01,UPPER MORELAND,1
40.0980329,-75.4185241,GULPH RD & RICHARDS RD; UPPER MERION; 2015-12-21 @ 18:11:56;,19087,Traffic: DISABLED VEHICLE -,2015-12-21 18:17:01,UPPER MERION,1
40.1368590,-75.1474030,FITZWATERTOWN RD & BURN BRAE DR; UPPER DUBLIN; 2015-12-21 @ 17:50:21;,19025,Traffic: ROAD OBSTRUCTION -,2015-12-21 18:17:02,UPPER DUBLIN,1
40.0557502,-75.1023543,ASHMEAD RD & GILBERT RD;  CHELTENHAM; Station 358; 2015-12-21 @ 18:18:56;,19012,EMS: ALTERED MENTAL STATUS,2015-12-21 18:22:01,CHELTENHAM,1
40.0949358,-75.3617596,IVY LN & E DEKALB PIKE; UPPER MERION; 2015-12-21 @ 18:20:35;,19406,Traffic: VEHICLE ACCIDENT -,2015-12-21 18:22:02,UPPER MERION,1
40.0037284,-75.2870945,S CHURCH RD & LINWOOD AVE; LOWER MERION; 2015-12-21 @ 18:18:35;,19003,Traffic: DISABLED VEHICLE -,2015-12-21 18:22:02,LOWER MERION,1
39.9968729,-75.2928250,E COUNTY LINE RD & W WYNNEWOOD RD; LOWER MERION; 2015-12-21 @ 18:20:59;,19003,Traffic: VEHICLE ACCIDENT -,2015-12-21 18:26:01,LOWER MERION,1
40.1718840,-75.1281340,EASTON RD & NEW RD;  HORSHAM; Station 352; 2015-12-21 @ 18:23:31;,19044,EMS: NAUSEA/VOMITING,2015-12-21 18:27:00,HORSHAM,1
40.1096503,-75.3747674,HENDERSON RD & ROBIN RD;  UPPER MERION; Station 317; 2015-12-21 @ 18:21:23;,19406,EMS: RESPIRATORY EMERGENCY,2015-12-21 18:27:01,UPPER MERION,1
40.1414692,-75.3905947,S TROOPER RD & OAKDALE AVE; LOWER PROVIDENCE; 2015-12-21 @ 18:25:06;,19403,Traffic: VEHICLE ACCIDENT -,2015-12-21 18:27:01,LOWER PROVIDENCE,1
40.2309343,-75.5221245,EVERGREEN RD & RAMP EVERGREEN RD TO RT422 WB; LIMERICK; 2015-12-21 @ 18:23:41;,19468,Traffic: VEHICLE ACCIDENT -,2015-12-21 18:27:01,LIMERICK,1
40.0812601,-75.1370254,EASTON RD & RAMP S EASTON RD TO RT309 SB;  CHELTENHAM; Station 358A; 2015-12-21 @ 18:30:12;,,EMS: SYNCOPAL EPISODE,2015-12-21 18:32:00,CHELTENHAM,1
40.1214076,-75.3502155,KOHN ST & W BLACKBERRY ALY;  NORRISTOWN; Station 308A; 2015-12-21 @ 18:29:39;,19401,EMS: UNRESPONSIVE SUBJECT,2015-12-21 18:32:01,NORRISTOWN,1
40.3258581,-75.3593731,RISING SUN RD & MORWOOD RD;  FRANCONIA; Station 339; 2015-12-21 @ 18:35:35;,18969,EMS: MEDICAL ALERT ALARM,2015-12-21 18:37:00,FRANCONIA,1
40.0418467,-75.3327841,W MONTGOMERY AVE & SPRING MILL RD; LOWER MERION; 2015-12-21 @ 18:31:26;,19085,Traffic: DISABLED VEHICLE -,2015-12-21 18:37:01,LOWER MERION,1
40.1849450,-75.1043960,YORK RD & CRESCENT RD; HATBORO; 2015-12-21 @ 18:43:06-Station:STA95;,19040,Fire: FIRE INVESTIGATION,2015-12-21 18:47:00,HATBORO,1
40.0688245,-75.3112438,CRAWFORD AVE & FRONT ST; WEST CONSHOHOCKEN; 2015-12-21 @ 18:48:45;,19428,Traffic: VEHICLE ACCIDENT -,2015-12-21 18:51:01,WEST CONSHOHOCKEN,1
40.0727310,-75.1559688,CHELTENHAM AVE & 79TH AVE; CHELTENHAM; 2015-12-21 @ 18:49:23;,19150,Traffic: VEHICLE ACCIDENT -,2015-12-21 18:51:01,CHELTENHAM,1
40.1803779,-75.1053513,N YORK RD & E MONUMENT AVE; HATBORO; 2015-12-21 @ 18:51:29;,19040,Traffic: VEHICLE ACCIDENT -,2015-12-21 18:56:36,HATBORO,1
40.1247752,-75.2931878,GERMANTOWN PIKE & HALLOWELL RD;  PLYMOUTH; Station 308; 2015-12-21 @ 18:57:40;,19462,EMS: HEMORRHAGING,2015-12-21 19:02:00,PLYMOUTH,1
40.2863628,-75.4017525,SUNNEYSIDE AVE & SCENIC DR;  LOWER SALFORD; Station 344; 2015-12-21 @ 19:01:03;,19438,EMS: CHOKING,2015-12-21 19:06:00,LOWER SALFORD,1
40.0812601,-75.1370254,LIMEKILN PIKE & RT309 EXPY SB;  CHELTENHAM; Station 358A; 2015-12-21 @ 19:21:08;,,EMS: RESPIRATORY EMERGENCY,2015-12-21 19:26:00,CHELTENHAM,1
40.1784422,-75.1285061, ; HORSHAM; 2015-12-21 @ 19:25:28;,,Traffic: DISABLED VEHICLE -,2015-12-21 19:27:01,HORSHAM,1
40.0470579,-75.2904590,NORSAM RD & CONSHOHOCKEN STATE RD; LOWER MERION; 2015-12-21 @ 19:22:01;,19035,Traffic: DISABLED VEHICLE -,2015-12-21 19:27:01,LOWER MERION,1
40.1214970,-75.3399048, ; NORRISTOWN; 2015-12-21 @ 19:25:28;,,Traffic: DISABLED VEHICLE -,2015-12-21 19:31:00,NORRISTOWN,1
